date,Item Id,TARGET
2024-07-22,B0CFV6V981,35.35171561
2024-07-23,B0CFV6V981,35.06322782
2024-07-24,B0CFV6V981,34.80306184
2024-07-25,B0CFV6V981,34.56843723
2024-07-26,B0CFV6V981,34.35684651
2024-07-27,B0CFV6V981,34.16602836
2024-07-28,B0CFV6V981,33.99394347
2024-07-01,B0BNKZFZVL,0.031926438
2024-07-02,B0BNKZFZVL,0.05175064
2024-07-03,B0BNKZFZVL,0.067157385
2024-07-04,B0BNKZFZVL,0.079109014
2024-07-05,B0BNKZFZVL,0.088358221
2024-07-06,B0BNKZFZVL,0.095493728
2024-07-07,B0BNKZFZVL,0.100976003
2024-07-08,B0BNKZFZVL,0.105165201
2024-07-09,B0BNKZFZVL,0.108343017
2024-07-10,B0BNKZFZVL,0.110729782
2024-07-11,B0BNKZFZVL,0.112497825
2024-07-12,B0BNKZFZVL,0.113781934
2024-07-13,B0BNKZFZVL,0.114687533
2024-07-14,B0BNKZFZVL,0.115297082
2024-07-15,B0BNKZFZVL,0.115675073
2024-07-16,B0BNKZFZVL,0.115871953
2024-07-17,B0BNKZFZVL,0.115927176
2024-07-18,B0BNKZFZVL,0.115871601
2024-07-19,B0BNKZFZVL,0.115729367
2024-07-20,B0BNKZFZVL,0.115519351
2024-07-21,B0BNKZFZVL,0.11525632
2024-07-22,B0BNKZFZVL,0.114951824
2024-07-23,B0BNKZFZVL,0.114614895
2024-07-24,B0BNKZFZVL,0.114252598
2024-07-25,B0BNKZFZVL,0.113870461
2024-07-26,B0BNKZFZVL,0.113472806
2024-07-27,B0BNKZFZVL,0.113063012
2024-07-28,B0BNKZFZVL,0.112643725
2024-07-01,B0BNL53HF3,1.501796785
2024-07-02,B0BNL53HF3,1.502485414
2024-07-03,B0BNL53HF3,1.458909853
2024-07-04,B0BNL53HF3,1.468131611
2024-07-05,B0BNL53HF3,1.446674063
2024-07-06,B0BNL53HF3,1.444475557
2024-07-07,B0BNL53HF3,1.444706588
2024-07-08,B0BNL53HF3,1.437545262
2024-07-09,B0BNL53HF3,1.439878771
2024-07-10,B0BNL53HF3,1.434359899
2024-07-11,B0BNL53HF3,1.436600862
2024-07-12,B0BNL53HF3,1.435430544
2024-07-13,B0BNL53HF3,1.433843376
2024-07-14,B0BNL53HF3,1.433967808
2024-07-15,B0BNL53HF3,1.433073641
2024-07-16,B0BNL53HF3,1.433679612
2024-07-17,B0BNL53HF3,1.432489864
2024-07-18,B0BNL53HF3,1.432082359
2024-07-19,B0BNL53HF3,1.432063898
2024-07-20,B0BNL53HF3,1.431761502
2024-07-21,B0BNL53HF3,1.431406893
2024-07-22,B0BNL53HF3,1.430776807
2024-07-23,B0BNL53HF3,1.430686214
2024-07-24,B0BNL53HF3,1.430464429
2024-07-25,B0BNL53HF3,1.430031602
2024-07-26,B0BNL53HF3,1.429623825
2024-07-27,B0BNL53HF3,1.429343724
2024-07-28,B0BNL53HF3,1.42914301
2024-07-01,B0CR49N6MQ,0.346248738
2024-07-02,B0CR49N6MQ,0.305266398
2024-07-03,B0CR49N6MQ,0.231553981
2024-07-04,B0CR49N6MQ,0.435153753
2024-07-05,B0CR49N6MQ,0.778127836
2024-07-06,B0CR49N6MQ,0.669246022
2024-07-07,B0CR49N6MQ,0.586212745
2024-07-08,B0CR49N6MQ,0.504741969
2024-07-09,B0CR49N6MQ,0.494633843
2024-07-10,B0CR49N6MQ,0.560250141
2024-07-11,B0CR49N6MQ,0.583681979
2024-07-12,B0CR49N6MQ,0.583151908
2024-07-13,B0CR49N6MQ,0.564366801
2024-07-14,B0CR49N6MQ,0.549080566
2024-07-15,B0CR49N6MQ,0.552259737
2024-07-16,B0CR49N6MQ,0.559584724
2024-07-17,B0CR49N6MQ,0.564826102
2024-07-18,B0CR49N6MQ,0.564429674
2024-07-19,B0CR49N6MQ,0.560856248
2024-07-20,B0CR49N6MQ,0.558978274
2024-07-21,B0CR49N6MQ,0.559211879
2024-07-22,B0CR49N6MQ,0.560531216
2024-07-23,B0CR49N6MQ,0.561384703
2024-07-24,B0CR49N6MQ,0.561223115
2024-07-25,B0CR49N6MQ,0.560699342
2024-07-26,B0CR49N6MQ,0.560372483
2024-07-27,B0CR49N6MQ,0.560426016
2024-07-28,B0CR49N6MQ,0.560649324
2024-07-01,B09X1FWK8Z,1.124314666
2024-07-02,B09X1FWK8Z,1.345474567
2024-07-03,B09X1FWK8Z,1.662933451
2024-07-04,B09X1FWK8Z,1.77866356
2024-07-05,B09X1FWK8Z,1.8782887
2024-07-06,B09X1FWK8Z,1.925841759
2024-07-07,B09X1FWK8Z,1.959303696
2024-07-08,B09X1FWK8Z,1.977381198
2024-07-09,B09X1FWK8Z,1.989032174
2024-07-10,B09X1FWK8Z,1.995695174
2024-07-11,B09X1FWK8Z,1.999823992
2024-07-12,B09X1FWK8Z,2.002247467
2024-07-13,B09X1FWK8Z,2.003722799
2024-07-14,B09X1FWK8Z,2.004599103
2024-07-15,B09X1FWK8Z,2.005128299
2024-07-16,B09X1FWK8Z,2.005444326
2024-07-17,B09X1FWK8Z,2.005634479
2024-07-18,B09X1FWK8Z,2.005748314
2024-07-19,B09X1FWK8Z,2.005816695
2024-07-20,B09X1FWK8Z,2.005857678
2024-07-21,B09X1FWK8Z,2.005882277
2024-07-22,B09X1FWK8Z,2.005897028
2024-07-23,B09X1FWK8Z,2.005905879
2024-07-24,B09X1FWK8Z,2.005911187
2024-07-25,B09X1FWK8Z,2.005914372
2024-07-26,B09X1FWK8Z,2.005916282
2024-07-27,B09X1FWK8Z,2.005917428
2024-07-28,B09X1FWK8Z,2.005918116
2024-07-01,B0BNKZ3G6J,0.339622642
2024-07-02,B0BNKZ3G6J,0.339622642
2024-07-03,B0BNKZ3G6J,0.339622642
2024-07-04,B0BNKZ3G6J,0.339622642
2024-07-05,B0BNKZ3G6J,0.339622642
2024-07-06,B0BNKZ3G6J,0.339622642
2024-07-07,B0BNKZ3G6J,0.339622642
2024-07-08,B0BNKZ3G6J,0.339622642
2024-07-09,B0BNKZ3G6J,0.339622642
2024-07-10,B0BNKZ3G6J,0.339622642
2024-07-11,B0BNKZ3G6J,0.339622642
2024-07-12,B0BNKZ3G6J,0.339622642
2024-07-13,B0BNKZ3G6J,0.339622642
2024-07-14,B0BNKZ3G6J,0.339622642
2024-07-15,B0BNKZ3G6J,0.339622642
2024-07-16,B0BNKZ3G6J,0.339622642
2024-07-17,B0BNKZ3G6J,0.339622642
2024-07-18,B0BNKZ3G6J,0.339622642
2024-07-19,B0BNKZ3G6J,0.339622642
2024-07-20,B0BNKZ3G6J,0.339622642
2024-07-21,B0BNKZ3G6J,0.339622642
2024-07-22,B0BNKZ3G6J,0.339622642
2024-07-23,B0BNKZ3G6J,0.339622642
2024-07-24,B0BNKZ3G6J,0.339622642
2024-07-25,B0BNKZ3G6J,0.339622642
2024-07-26,B0BNKZ3G6J,0.339622642
2024-07-27,B0BNKZ3G6J,0.339622642
2024-07-28,B0BNKZ3G6J,0.339622642
2024-07-01,B0BRCYQNSW,8.013194073
2024-07-02,B0BRCYQNSW,13.9976751
2024-07-03,B0BRCYQNSW,17.21571066
2024-07-04,B0BRCYQNSW,19.55706132
2024-07-05,B0BRCYQNSW,20.88416243
2024-07-06,B0BRCYQNSW,22.59228094
2024-07-07,B0BRCYQNSW,24.25516429
2024-07-08,B0BRCYQNSW,26.49614871
2024-07-09,B0BRCYQNSW,28.75017426
2024-07-10,B0BRCYQNSW,31.16583754
2024-07-11,B0BRCYQNSW,33.35216515
2024-07-12,B0BRCYQNSW,35.31126596
2024-07-13,B0BRCYQNSW,36.94926754
2024-07-14,B0BRCYQNSW,38.25283777
2024-07-15,B0BRCYQNSW,39.34177447
2024-07-16,B0BRCYQNSW,40.17916124
2024-07-17,B0BRCYQNSW,40.95457563
2024-07-18,B0BRCYQNSW,41.58408729
2024-07-19,B0BRCYQNSW,42.23408166
2024-07-20,B0BRCYQNSW,42.78903286
2024-07-21,B0BRCYQNSW,43.36734499
2024-07-22,B0BRCYQNSW,43.85984516
2024-07-23,B0BRCYQNSW,44.34611104
2024-07-24,B0BRCYQNSW,44.75141709
2024-07-25,B0BRCYQNSW,45.12804854
2024-07-26,B0BRCYQNSW,45.44110257
2024-07-27,B0BRCYQNSW,45.72020945
2024-07-28,B0BRCYQNSW,45.96011455
2024-07-01,B09MR3XT5G,49.98704575
2024-07-02,B09MR3XT5G,51.88289686
2024-07-03,B09MR3XT5G,50.53162363
2024-07-04,B09MR3XT5G,53.18570799
2024-07-05,B09MR3XT5G,52.93289149
2024-07-06,B09MR3XT5G,51.41404488
2024-07-07,B09MR3XT5G,52.18490449
2024-07-08,B09MR3XT5G,52.79996254
2024-07-09,B09MR3XT5G,52.07940964
2024-07-10,B09MR3XT5G,51.99608319
2024-07-11,B09MR3XT5G,52.47010491
2024-07-12,B09MR3XT5G,52.32863464
2024-07-13,B09MR3XT5G,52.09645657
2024-07-14,B09MR3XT5G,52.2771114
2024-07-15,B09MR3XT5G,52.34563825
2024-07-16,B09MR3XT5G,52.20746062
2024-07-17,B09MR3XT5G,52.22167367
2024-07-18,B09MR3XT5G,52.30032178
2024-07-19,B09MR3XT5G,52.25972017
2024-07-20,B09MR3XT5G,52.22814971
2024-07-21,B09MR3XT5G,52.26576682
2024-07-22,B09MR3XT5G,52.26978754
2024-07-23,B09MR3XT5G,52.2451745
2024-07-24,B09MR3XT5G,52.25270707
2024-07-25,B09MR3XT5G,52.26468681
2024-07-26,B09MR3XT5G,52.25522312
2024-07-27,B09MR3XT5G,52.25174512
2024-07-28,B09MR3XT5G,52.25893824
2024-07-01,B0BNKYW36G,19.44672895
2024-07-02,B0BNKYW36G,29.00018196
2024-07-03,B0BNKYW36G,20.01482936
2024-07-04,B0BNKYW36G,27.77843336
2024-07-05,B0BNKYW36G,21.06843671
2024-07-06,B0BNKYW36G,26.86781223
2024-07-07,B0BNKYW36G,21.85547643
2024-07-08,B0BNKYW36G,26.18758255
2024-07-09,B0BNKYW36G,22.44339138
2024-07-10,B0BNKYW36G,25.67945419
2024-07-11,B0BNKYW36G,22.88256107
2024-07-12,B0BNKYW36G,25.29988471
2024-07-13,B0BNKYW36G,23.21061876
2024-07-14,B0BNKYW36G,25.0163481
2024-07-15,B0BNKYW36G,23.4556763
2024-07-16,B0BNKYW36G,24.80454759
2024-07-17,B0BNKYW36G,23.63873313
2024-07-18,B0BNKYW36G,24.64633361
2024-07-19,B0BNKYW36G,23.77547571
2024-07-20,B0BNKYW36G,24.52814851
2024-07-21,B0BNKYW36G,23.87762178
2024-07-22,B0BNKYW36G,24.4398648
2024-07-23,B0BNKYW36G,23.9539244
2024-07-24,B0BNKYW36G,24.37391729
2024-07-25,B0BNKYW36G,24.01092211
2024-07-26,B0BNKYW36G,24.32465481
2024-07-27,B0BNKYW36G,24.05349912
2024-07-28,B0BNKYW36G,24.28785597
2024-07-01,B09KDTHJ6V,0.735822791
2024-07-02,B09KDTHJ6V,0.962511973
2024-07-03,B09KDTHJ6V,1.105795642
2024-07-04,B09KDTHJ6V,1.196361102
2024-07-05,B09KDTHJ6V,1.253604907
2024-07-06,B09KDTHJ6V,1.289787059
2024-07-07,B09KDTHJ6V,1.31265675
2024-07-08,B09KDTHJ6V,1.327112019
2024-07-09,B09KDTHJ6V,1.336248777
2024-07-10,B09KDTHJ6V,1.342023856
2024-07-11,B09KDTHJ6V,1.345674117
2024-07-12,B09KDTHJ6V,1.347981341
2024-07-13,B09KDTHJ6V,1.349439671
2024-07-14,B09KDTHJ6V,1.350361439
2024-07-15,B09KDTHJ6V,1.350944062
2024-07-16,B09KDTHJ6V,1.351312321
2024-07-17,B09KDTHJ6V,1.351545086
2024-07-18,B09KDTHJ6V,1.351692211
2024-07-19,B09KDTHJ6V,1.351785204
2024-07-20,B09KDTHJ6V,1.351843982
2024-07-21,B09KDTHJ6V,1.351881135
2024-07-22,B09KDTHJ6V,1.351904617
2024-07-23,B09KDTHJ6V,1.35191946
2024-07-24,B09KDTHJ6V,1.351928842
2024-07-25,B09KDTHJ6V,1.351934772
2024-07-26,B09KDTHJ6V,1.35193852
2024-07-27,B09KDTHJ6V,1.351940889
2024-07-28,B09KDTHJ6V,1.351942386
2024-07-01,B09KSXP3HN,30.91680518
2024-07-02,B09KSXP3HN,30.91680518
2024-07-03,B09KSXP3HN,30.91680518
2024-07-04,B09KSXP3HN,30.91680518
2024-07-05,B09KSXP3HN,30.91680518
2024-07-06,B09KSXP3HN,30.91680518
2024-07-07,B09KSXP3HN,30.91680518
2024-07-08,B09KSXP3HN,30.91680518
2024-07-09,B09KSXP3HN,30.91680518
2024-07-10,B09KSXP3HN,30.91680518
2024-07-11,B09KSXP3HN,30.91680518
2024-07-12,B09KSXP3HN,30.91680518
2024-07-13,B09KSXP3HN,30.91680518
2024-07-14,B09KSXP3HN,30.91680518
2024-07-15,B09KSXP3HN,30.91680518
2024-07-16,B09KSXP3HN,30.91680518
2024-07-17,B09KSXP3HN,30.91680518
2024-07-18,B09KSXP3HN,30.91680518
2024-07-19,B09KSXP3HN,30.91680518
2024-07-20,B09KSXP3HN,30.91680518
2024-07-21,B09KSXP3HN,30.91680518
2024-07-22,B09KSXP3HN,30.91680518
2024-07-23,B09KSXP3HN,30.91680518
2024-07-24,B09KSXP3HN,30.91680518
2024-07-25,B09KSXP3HN,30.91680518
2024-07-26,B09KSXP3HN,30.91680518
2024-07-27,B09KSXP3HN,30.91680518
2024-07-28,B09KSXP3HN,30.91680518
2024-07-01,B0CR49BQRS,0.972027441
2024-07-02,B0CR49BQRS,0.577179618
2024-07-03,B0CR49BQRS,0.861190853
2024-07-04,B0CR49BQRS,0.656903588
2024-07-05,B0CR49BQRS,0.803845967
2024-07-06,B0CR49BQRS,0.698151358
2024-07-07,B0CR49BQRS,0.77417674
2024-07-08,B0CR49BQRS,0.719492222
2024-07-09,B0CR49BQRS,0.758826407
2024-07-10,B0CR49BQRS,0.730533607
2024-07-11,B0CR49BQRS,0.750884418
2024-07-12,B0CR49BQRS,0.736246224
2024-07-13,B0CR49BQRS,0.746775373
2024-07-14,B0CR49BQRS,0.739201831
2024-07-15,B0CR49BQRS,0.744649426
2024-07-16,B0CR49BQRS,0.74073101
2024-07-17,B0CR49BQRS,0.743549499
2024-07-18,B0CR49BQRS,0.741522179
2024-07-19,B0CR49BQRS,0.742980416
2024-07-20,B0CR49BQRS,0.741931517
2024-07-21,B0CR49BQRS,0.742685982
2024-07-22,B0CR49BQRS,0.742143301
2024-07-23,B0CR49BQRS,0.742533648
2024-07-24,B0CR49BQRS,0.742252874
2024-07-25,B0CR49BQRS,0.742454832
2024-07-26,B0CR49BQRS,0.742309565
2024-07-27,B0CR49BQRS,0.742414055
2024-07-28,B0CR49BQRS,0.742338896
2024-07-01,B0BNKZCJR6,0.026666667
2024-07-02,B0BNKZCJR6,0.026666667
2024-07-03,B0BNKZCJR6,0.026666667
2024-07-04,B0BNKZCJR6,0.026666667
2024-07-05,B0BNKZCJR6,0.026666667
2024-07-06,B0BNKZCJR6,0.026666667
2024-07-07,B0BNKZCJR6,0.026666667
2024-07-08,B0BNKZCJR6,0.026666667
2024-07-09,B0BNKZCJR6,0.026666667
2024-07-10,B0BNKZCJR6,0.026666667
2024-07-11,B0BNKZCJR6,0.026666667
2024-07-12,B0BNKZCJR6,0.026666667
2024-07-13,B0BNKZCJR6,0.026666667
2024-07-14,B0BNKZCJR6,0.026666667
2024-07-15,B0BNKZCJR6,0.026666667
2024-07-16,B0BNKZCJR6,0.026666667
2024-07-17,B0BNKZCJR6,0.026666667
2024-07-18,B0BNKZCJR6,0.026666667
2024-07-19,B0BNKZCJR6,0.026666667
2024-07-20,B0BNKZCJR6,0.026666667
2024-07-21,B0BNKZCJR6,0.026666667
2024-07-22,B0BNKZCJR6,0.026666667
2024-07-23,B0BNKZCJR6,0.026666667
2024-07-24,B0BNKZCJR6,0.026666667
2024-07-25,B0BNKZCJR6,0.026666667
2024-07-26,B0BNKZCJR6,0.026666667
2024-07-27,B0BNKZCJR6,0.026666667
2024-07-28,B0BNKZCJR6,0.026666667
2024-07-01,B0BNL6H152,3.086815414
2024-07-02,B0BNL6H152,2.957088475
2024-07-03,B0BNL6H152,2.88096115
2024-07-04,B0BNL6H152,3.246934789
2024-07-05,B0BNL6H152,2.811853667
2024-07-06,B0BNL6H152,3.209625333
2024-07-07,B0BNL6H152,2.912809473
2024-07-08,B0BNL6H152,3.091533915
2024-07-09,B0BNL6H152,3.018395605
2024-07-10,B0BNL6H152,3.014053319
2024-07-11,B0BNL6H152,3.06395535
2024-07-12,B0BNL6H152,2.996489679
2024-07-13,B0BNL6H152,3.061329861
2024-07-14,B0BNL6H152,3.010695314
2024-07-15,B0BNL6H152,3.042956439
2024-07-16,B0BNL6H152,3.027985105
2024-07-17,B0BNL6H152,3.029684321
2024-07-18,B0BNL6H152,3.036265085
2024-07-19,B0BNL6H152,3.026007458
2024-07-20,B0BNL6H152,3.036468674
2024-07-21,B0BNL6H152,3.027923742
2024-07-22,B0BNL6H152,3.03365612
2024-07-23,B0BNL6H152,3.030725103
2024-07-24,B0BNL6H152,3.031407268
2024-07-25,B0BNL6H152,3.032204891
2024-07-26,B0BNL6H152,3.030676401
2024-07-27,B0BNL6H152,3.032344816
2024-07-28,B0BNL6H152,3.030917664
2024-07-01,B0B31T1XMH,1.205073241
2024-07-02,B0B31T1XMH,1.205073241
2024-07-03,B0B31T1XMH,1.205073241
2024-07-04,B0B31T1XMH,1.205073241
2024-07-05,B0B31T1XMH,1.205073241
2024-07-06,B0B31T1XMH,1.205073241
2024-07-07,B0B31T1XMH,1.205073241
2024-07-08,B0B31T1XMH,1.205073241
2024-07-09,B0B31T1XMH,1.205073241
2024-07-10,B0B31T1XMH,1.205073241
2024-07-11,B0B31T1XMH,1.205073241
2024-07-12,B0B31T1XMH,1.205073241
2024-07-13,B0B31T1XMH,1.205073241
2024-07-14,B0B31T1XMH,1.205073241
2024-07-15,B0B31T1XMH,1.205073241
2024-07-16,B0B31T1XMH,1.205073241
2024-07-17,B0B31T1XMH,1.205073241
2024-07-18,B0B31T1XMH,1.205073241
2024-07-19,B0B31T1XMH,1.205073241
2024-07-20,B0B31T1XMH,1.205073241
2024-07-21,B0B31T1XMH,1.205073241
2024-07-22,B0B31T1XMH,1.205073241
2024-07-23,B0B31T1XMH,1.205073241
2024-07-24,B0B31T1XMH,1.205073241
2024-07-25,B0B31T1XMH,1.205073241
2024-07-26,B0B31T1XMH,1.205073241
2024-07-27,B0B31T1XMH,1.205073241
2024-07-28,B0B31T1XMH,1.205073241
2024-07-01,B0BVVCP59B,-0.033898305
2024-07-02,B0BVVCP59B,-0.033898305
2024-07-03,B0BVVCP59B,-0.033898305
2024-07-04,B0BVVCP59B,-0.033898305
2024-07-05,B0BVVCP59B,-0.033898305
2024-07-06,B0BVVCP59B,-0.033898305
2024-07-07,B0BVVCP59B,-0.033898305
2024-07-08,B0BVVCP59B,-0.033898305
2024-07-09,B0BVVCP59B,-0.033898305
2024-07-10,B0BVVCP59B,-0.033898305
2024-07-11,B0BVVCP59B,-0.033898305
2024-07-12,B0BVVCP59B,-0.033898305
2024-07-13,B0BVVCP59B,-0.033898305
2024-07-14,B0BVVCP59B,-0.033898305
2024-07-15,B0BVVCP59B,-0.033898305
2024-07-16,B0BVVCP59B,-0.033898305
2024-07-17,B0BVVCP59B,-0.033898305
2024-07-18,B0BVVCP59B,-0.033898305
2024-07-19,B0BVVCP59B,-0.033898305
2024-07-20,B0BVVCP59B,-0.033898305
2024-07-21,B0BVVCP59B,-0.033898305
2024-07-22,B0BVVCP59B,-0.033898305
2024-07-23,B0BVVCP59B,-0.033898305
2024-07-24,B0BVVCP59B,-0.033898305
2024-07-25,B0BVVCP59B,-0.033898305
2024-07-26,B0BVVCP59B,-0.033898305
2024-07-27,B0BVVCP59B,-0.033898305
2024-07-28,B0BVVCP59B,-0.033898305
2024-07-01,B0BRDC22VH,1.215344752
2024-07-02,B0BRDC22VH,1.216075402
2024-07-03,B0BRDC22VH,1.211398682
2024-07-04,B0BRDC22VH,1.211627069
2024-07-05,B0BRDC22VH,1.210891952
2024-07-06,B0BRDC22VH,1.210945563
2024-07-07,B0BRDC22VH,1.210829579
2024-07-08,B0BRDC22VH,1.21084078
2024-07-09,B0BRDC22VH,1.210822413
2024-07-10,B0BRDC22VH,1.21082461
2024-07-11,B0BRDC22VH,1.210821691
2024-07-12,B0BRDC22VH,1.210822105
2024-07-13,B0BRDC22VH,1.210821639
2024-07-14,B0BRDC22VH,1.210821715
2024-07-15,B0BRDC22VH,1.210821641
2024-07-16,B0BRDC22VH,1.210821655
2024-07-17,B0BRDC22VH,1.210821643
2024-07-18,B0BRDC22VH,1.210821645
2024-07-19,B0BRDC22VH,1.210821643
2024-07-20,B0BRDC22VH,1.210821644
2024-07-21,B0BRDC22VH,1.210821643
2024-07-22,B0BRDC22VH,1.210821643
2024-07-23,B0BRDC22VH,1.210821643
2024-07-24,B0BRDC22VH,1.210821643
2024-07-25,B0BRDC22VH,1.210821643
2024-07-26,B0BRDC22VH,1.210821643
2024-07-27,B0BRDC22VH,1.210821643
2024-07-28,B0BRDC22VH,1.210821643
2024-07-01,B0BNL3NZV7,0.800176309
2024-07-02,B0BNL3NZV7,0.776211062
2024-07-03,B0BNL3NZV7,0.757906787
2024-07-04,B0BNL3NZV7,0.907557784
2024-07-05,B0BNL3NZV7,0.899062319
2024-07-06,B0BNL3NZV7,0.89236147
2024-07-07,B0BNL3NZV7,0.920543148
2024-07-08,B0BNL3NZV7,0.918281428
2024-07-09,B0BNL3NZV7,0.916435375
2024-07-10,B0BNL3NZV7,0.921775667
2024-07-11,B0BNL3NZV7,0.921239778
2024-07-12,B0BNL3NZV7,0.920786202
2024-07-13,B0BNL3NZV7,0.92180382
2024-07-14,B0BNL3NZV7,0.92168465
2024-07-15,B0BNL3NZV7,0.921579833
2024-07-16,B0BNL3NZV7,0.921774701
2024-07-17,B0BNL3NZV7,0.921749235
2024-07-18,B0BNL3NZV7,0.921725909
2024-07-19,B0BNL3NZV7,0.921763385
2024-07-20,B0BNL3NZV7,0.92175809
2024-07-21,B0BNL3NZV7,0.921753028
2024-07-22,B0BNL3NZV7,0.921760262
2024-07-23,B0BNL3NZV7,0.921759183
2024-07-24,B0BNL3NZV7,0.921758104
2024-07-25,B0BNL3NZV7,0.921759504
2024-07-26,B0BNL3NZV7,0.921759288
2024-07-27,B0BNL3NZV7,0.921759061
2024-07-28,B0BNL3NZV7,0.921759333
2024-07-01,B09KDPXYG3,0.600182228
2024-07-02,B09KDPXYG3,0.943936682
2024-07-03,B09KDPXYG3,1.037740669
2024-07-04,B09KDPXYG3,1.083213033
2024-07-05,B09KDPXYG3,1.097144762
2024-07-06,B09KDPXYG3,1.103276651
2024-07-07,B09KDPXYG3,1.105298144
2024-07-08,B09KDPXYG3,1.106135966
2024-07-09,B09KDPXYG3,1.106425306
2024-07-10,B09KDPXYG3,1.106540788
2024-07-11,B09KDPXYG3,1.106581861
2024-07-12,B09KDPXYG3,1.10659787
2024-07-13,B09KDPXYG3,1.106603671
2024-07-14,B09KDPXYG3,1.106605899
2024-07-15,B09KDPXYG3,1.106606716
2024-07-16,B09KDPXYG3,1.106607026
2024-07-17,B09KDPXYG3,1.106607141
2024-07-18,B09KDPXYG3,1.106607184
2024-07-19,B09KDPXYG3,1.1066072
2024-07-20,B09KDPXYG3,1.106607207
2024-07-21,B09KDPXYG3,1.106607209
2024-07-22,B09KDPXYG3,1.10660721
2024-07-23,B09KDPXYG3,1.10660721
2024-07-24,B09KDPXYG3,1.10660721
2024-07-25,B09KDPXYG3,1.10660721
2024-07-26,B09KDPXYG3,1.10660721
2024-07-27,B09KDPXYG3,1.10660721
2024-07-28,B09KDPXYG3,1.10660721
2024-07-01,B0BNL424DV,0.858301033
2024-07-02,B0BNL424DV,0.858301033
2024-07-03,B0BNL424DV,0.858301033
2024-07-04,B0BNL424DV,0.858301033
2024-07-05,B0BNL424DV,0.858301033
2024-07-06,B0BNL424DV,0.858301033
2024-07-07,B0BNL424DV,0.858301033
2024-07-08,B0BNL424DV,0.858301033
2024-07-09,B0BNL424DV,0.858301033
2024-07-10,B0BNL424DV,0.858301033
2024-07-11,B0BNL424DV,0.858301033
2024-07-12,B0BNL424DV,0.858301033
2024-07-13,B0BNL424DV,0.858301033
2024-07-14,B0BNL424DV,0.858301033
2024-07-15,B0BNL424DV,0.858301033
2024-07-16,B0BNL424DV,0.858301033
2024-07-17,B0BNL424DV,0.858301033
2024-07-18,B0BNL424DV,0.858301033
2024-07-19,B0BNL424DV,0.858301033
2024-07-20,B0BNL424DV,0.858301033
2024-07-21,B0BNL424DV,0.858301033
2024-07-22,B0BNL424DV,0.858301033
2024-07-23,B0BNL424DV,0.858301033
2024-07-24,B0BNL424DV,0.858301033
2024-07-25,B0BNL424DV,0.858301033
2024-07-26,B0BNL424DV,0.858301033
2024-07-27,B0BNL424DV,0.858301033
2024-07-28,B0BNL424DV,0.858301033
2024-07-01,B0BNL4RPB5,0.316240314
2024-07-02,B0BNL4RPB5,0.33155908
2024-07-03,B0BNL4RPB5,0.33155908
2024-07-04,B0BNL4RPB5,0.33155908
2024-07-05,B0BNL4RPB5,0.33155908
2024-07-06,B0BNL4RPB5,0.33155908
2024-07-07,B0BNL4RPB5,0.33155908
2024-07-08,B0BNL4RPB5,0.33155908
2024-07-09,B0BNL4RPB5,0.33155908
